Buy,Age,Gender,Married,Children,Income,Ccard,Recent,Climate,Urban
0,27 ,0,0 ,0,553,5,0,14,1
1,37 ,1,0 ,0,564,3,1,10,0
0,62 ,0,1 ,1,515,3,2,12,1
0,51 ,0,1 ,3,597,6,0,19,1
0,71 ,0,1 ,2,448,2,1,13,1
0,43 ,1,1 ,0,486,2,0,9,1
0,51 ,0,1 ,2,630,2,0,13,1
0,70 ,0,1 ,1,669,0,0,19,1
1,37 ,0,0 ,0,669,3,1,15,1
0,45 ,1,1 ,0,626,4,0,7,0
1,44 ,1,1 ,2,687,2,1,14,1
0,43 ,0,1 ,1,545,6,0,10,1
0,50 ,0,1 ,2,425,1,0,9,0
0,50 ,0,1 ,1,555,2,0,22,0
0,37 ,0,0 ,0,692,2,0,18,1
0,47 ,1,0 ,0,665,2,1,15,0
0,43 ,1,0 ,0,585,0,1,14,0
1,45 ,0,0 ,0,638,3,1,15,1
0,65 ,0,1 ,1,677,2,0,20,1
0,57 ,1,1 ,2,675,1,0,17,1
0,50 ,0,1 ,1,614,3,1,13,1
1,45 ,1,1 ,3,652,3,0,13,1
0,37 ,1,0 ,0,414,2,0,15,0
0,68 ,0,1 ,1,490,1,1,18,0
1,38 ,1,1 ,2,678,4,2,12,1
0,47 ,0,1 ,0,764,0,0,13,1
0,66 ,0,1 ,0,703,2,0,18,1
0,74 ,0,1 ,1,576,1,0,16,0
0,58 ,1,1 ,2,438,3,0,12,1
0,60 ,0,1 ,0,547,1,0,9,1
0,44 ,0,1 ,2,744,3,0,11,1
0,39 ,0,0 ,0,628,3,1,23,1
0,37 ,1,0 ,0,633,2,0,20,1
0,51 ,0,1 ,3,623,3,0,22,1
1,31 ,1,0 ,0,582,0,0,13,1
0,30 ,1,0 ,0,690,5,0,7,1
0,46 ,1,1 ,0,531,5,0,16,1
1,46 ,0,1 ,1,395,3,1,23,1
0,61 ,0,1 ,0,603,4,0,18,1
0,46 ,1,0 ,0,518,4,0,21,1
0,51 ,1,1 ,1,487,3,0,23,1
0,49 ,1,1 ,0,604,6,0,8,0
0,47 ,1,0 ,0,691,4,2,16,1
0,40 ,0,1 ,2,543,3,1,15,1
0,72 ,1,1 ,1,549,2,0,15,1
0,53 ,0,1 ,2,504,3,1,13,1
0,39 ,0,0 ,0,593,1,0,10,0
0,44 ,0,0 ,0,687,6,1,12,1
1,25 ,1,0 ,0,544,6,1,13,0
0,43 ,0,0 ,0,638,1,0,20,0
0,35 ,1,0 ,0,623,5,0,15,0
0,46 ,1,0 ,0,628,4,0,14,1
1,34 ,0,1 ,3,723,3,0,16,1
0,39 ,1,0 ,0,577,3,0,16,1
0,35 ,0,0 ,0,468,5,1,12,0
0,29 ,1,0 ,0,603,2,0,9,1
0,55 ,0,0 ,0,617,3,0,20,1
1,33 ,0,0 ,0,568,4,2,16,1
0,53 ,1,1 ,2,654,3,0,14,0
1,43 ,0,1 ,1,536,2,0,13,1
0,33 ,1,0 ,0,584,2,0,16,1
1,45 ,1,1 ,1,753,3,1,13,1
0,,0,,0,513,2,0,18,1
0,55 ,0,1 ,2,650,3,0,14,1
1,43 ,1,1 ,1,666,3,0,20,1
0,38 ,0,0 ,0,525,2,0,12,1
1,53 ,0,1 ,2,611,0,0,13,1
0,25 ,1,1 ,2,603,6,1,15,1
0,46 ,0,1 ,2,589,2,0,19,0
0,53 ,0,0 ,0,588,2,0,13,1
0,58 ,1,0 ,0,507,1,0,20,1
1,63 ,0,1 ,2,764,3,0,17,1
0,40 ,1,1 ,0,738,0,0,15,1
0,40 ,1,1 ,2,610,2,0,14,1
0,30 ,0,0 ,0,408,3,0,19,0
0,38 ,0,0 ,0,504,1,0,17,1
0,56 ,1,1 ,0,609,3,1,5,1
1,51 ,1,1 ,1,574,3,0,14,1
0,48 ,0,0 ,0,676,1,0,14,1
0,22 ,1,0 ,0,539,2,0,14,1
0,57 ,0,1 ,2,495,2,0,21,1
1,43 ,1,1 ,0,570,4,0,19,1
1,51 ,0,1 ,3,651,4,0,18,0
0,55 ,1,1 ,0,493,2,1,17,1
0,70 ,0,0 ,0,668,4,1,9,1
1,50 ,1,1 ,3,604,5,0,14,0
0,48 ,1,1 ,2,656,3,0,18,0
0,36 ,0,0 ,0,698,0,0,14,1
0,51 ,0,1 ,0,642,3,0,9,1
1,48 ,0,1 ,2,584,5,1,19,1
0,24 ,0,0 ,0,672,2,0,9,0
1,24 ,1,1 ,2,489,6,1,23,1
0,56 ,0,1 ,3,722,1,0,18,0
1,45 ,1,1 ,2,589,3,0,19,0
0,47 ,1,0 ,0,437,3,1,19,1
0,34 ,0,0 ,0,470,7,0,15,0
0,52 ,0,1 ,1,693,1,0,11,1
1,55 ,0,1 ,1,767,4,1,15,1
0,39 ,0,0 ,0,452,3,0,16,1
1,43 ,0,1 ,1,617,1,1,15,1
0,40 ,1,0 ,0,557,3,0,15,1
0,60 ,0,0 ,0,361,3,0,19,0
0,52 ,0,0 ,0,627,1,0,14,0
0,47 ,1,1 ,2,463,5,0,13,1
1,42 ,0,1 ,1,529,2,0,12,0
0,43 ,1,0 ,0,644,4,0,15,0
0,40 ,0,1 ,2,675,2,1,18,0
0,39 ,1,0 ,0,674,2,0,17,1
0,57 ,1,1 ,2,500,4,0,10,1
0,59 ,0,1 ,1,520,4,1,24,1
0,35 ,1,1 ,2,616,4,0,11,1
0,60 ,0,1 ,1,263,2,1,19,1
0,51 ,1,0 ,0,748,4,0,17,0
0,47 ,0,1 ,0,607,4,0,15,1
0,46 ,0,1 ,1,706,1,0,17,0
0,50 ,0,1 ,0,478,3,0,11,1
0,35 ,0,0 ,0,589,6,0,12,1
0,51 ,0,0 ,0,644,4,2,13,1
0,39 ,0,0 ,0,647,3,0,12,1
0,33 ,0,1 ,2,678,4,0,19,1
0,33 ,0,0 ,0,691,3,0,17,1
1,46 ,1,1 ,1,464,1,0,14,1
0,42 ,0,1 ,2,561,0,0,14,1
0,41 ,0,0 ,0,606,2,1,15,1
1,41 ,1,1 ,1,687,5,1,9,0
0,53 ,1,1 ,1,465,4,1,14,0
0,65 ,1,0 ,0,432,3,1,15,1
0,49 ,0,1 ,1,450,2,0,15,1
0,58 ,1,1 ,3,719,1,0,18,1
0,41 ,1,1 ,1,653,4,0,12,1
0,44 ,1,1 ,0,646,3,0,24,1
0,48 ,0,1 ,1,671,1,0,16,1
1,47 ,1,1 ,2,599,1,0,16,1
0,49 ,1,1 ,0,666,1,0,11,1
1,50 ,1,1 ,3,478,1,0,21,1
0,51 ,0,1 ,1,621,3,0,20,1
1,45 ,0,1 ,2,581,5,0,8,1
0,38 ,0,0 ,0,425,1,0,22,0
0,52 ,0,0 ,0,461,0,1,15,0
0,50 ,0,0 ,0,406,3,1,11,1
0,49 ,1,0 ,0,700,2,1,22,0
0,43 ,0,1 ,2,673,6,2,15,0
0,51 ,1,1 ,2,882,5,1,20,1
0,36 ,1,0 ,0,630,2,0,11,1
0,21 ,0,0 ,0,656,1,0,14,0
0,48 ,0,1 ,1,617,3,1,18,1
0,57 ,0,1 ,2,805,4,0,5,1
0,54 ,0,1 ,2,641,6,0,13,1
0,50 ,0,1 ,1,583,3,0,12,1
0,28 ,0,0 ,0,541,2,0,13,1
1,32 ,0,0 ,0,709,3,0,11,1
0,45 ,0,1 ,1,513,2,1,19,1
0,32 ,1,0 ,0,515,3,0,17,1
0,,0,,0,472,3,0,21,0
0,24 ,0,0 ,0,678,3,1,12,1
0,27 ,1,0 ,0,579,3,1,14,0
0,56 ,0,1 ,2,824,3,0,11,1
1,55 ,0,1 ,1,679,1,0,17,0
0,59 ,1,1 ,0,467,2,1,14,1
0,34 ,1,0 ,0,615,8,0,16,1
0,50 ,0,1 ,1,601,5,1,18,1
1,56 ,1,1 ,1,584,5,0,9,0
1,48 ,1,1 ,2,758,3,1,21,1
0,45 ,0,0 ,0,647,4,0,19,0
0,56 ,0,1 ,1,734,6,1,10,1
0,63 ,0,1 ,2,516,2,0,10,0
0,67 ,0,0 ,0,692,4,0,11,1
0,42 ,0,1 ,1,807,1,2,19,0
0,45 ,1,0 ,0,553,2,0,15,1
0,52 ,0,1 ,0,584,4,0,18,1
0,47 ,0,0 ,0,495,3,0,10,0
0,52 ,0,1 ,0,614,2,0,14,1
0,39 ,0,0 ,0,586,2,0,16,0
1,38 ,1,0 ,0,474,1,0,12,1
0,,0,,0,628,3,0,19,1
0,56 ,0,1 ,0,680,3,0,14,1
0,57 ,0,0 ,0,616,2,0,18,1
1,22 ,1,0 ,0,576,2,1,12,1
0,48 ,0,1 ,3,515,2,1,17,1
1,48 ,0,1 ,2,637,0,0,14,1
0,53 ,1,1 ,2,563,2,0,12,1
1,47 ,0,1 ,2,589,3,0,15,1
0,58 ,0,1 ,1,784,4,0,9,1
0,40 ,1,0 ,0,654,4,2,9,1
1,43 ,0,1 ,1,624,2,1,16,0
0,40 ,0,0 ,0,543,5,0,16,1
0,50 ,1,1 ,2,661,2,0,13,1
0,43 ,1,1 ,1,703,2,1,17,1
0,55 ,0,0 ,0,475,4,1,17,0
0,55 ,0,0 ,0,546,3,0,15,1
0,44 ,0,1 ,1,509,5,0,15,1
1,21 ,1,0 ,0,506,3,0,14,1
0,44 ,0,1 ,1,759,1,1,19,1
0,55 ,1,0 ,0,469,2,0,14,1
1,32 ,1,0 ,0,553,7,1,20,1
0,52 ,1,0 ,0,686,3,0,9,1
0,48 ,0,0 ,0,630,2,0,15,1
0,47 ,0,1 ,2,423,3,0,23,1
0,44 ,1,0 ,0,432,1,0,23,1
0,63 ,0,0 ,0,417,7,1,16,1
0,66 ,1,1 ,1,659,3,0,19,1
0,37 ,1,1 ,1,504,4,0,17,1
0,30 ,0,0 ,0,735,3,0,11,1
0,34 ,0,0 ,0,577,4,0,15,0
0,47 ,0,1 ,1,733,4,0,12,1
0,39 ,1,0 ,0,595,6,0,8,1
1,48 ,1,1 ,1,725,2,2,11,1
1,47 ,1,1 ,0,552,10,0,17,0
0,67 ,0,1 ,1,596,4,1,11,0
0,45 ,0,1 ,1,647,2,0,11,1
0,52 ,1,1 ,2,539,4,0,17,0
1,55 ,1,1 ,2,597,2,0,18,1
1,29 ,1,0 ,0,661,5,0,16,1
0,64 ,1,0 ,0,607,0,0,19,1
0,44 ,0,1 ,1,668,1,1,17,0
0,45 ,1,1 ,0,681,2,1,16,1
0,58 ,0,0 ,0,577,2,3,18,1
1,20 ,1,1 ,3,701,1,0,21,1
0,41 ,0,1 ,0,573,3,0,17,0
0,66 ,0,1 ,1,697,4,0,19,1
0,52 ,1,1 ,4,554,2,1,15,1
0,34 ,0,1 ,3,554,2,0,17,0
0,55 ,1,1 ,1,480,7,1,22,0
0,29 ,0,0 ,0,696,2,1,18,1
1,46 ,0,0 ,0,570,5,0,11,0
0,39 ,1,0 ,0,560,3,0,17,0
1,41 ,0,1 ,2,446,3,2,13,1
1,35 ,1,0 ,0,729,4,0,13,1
1,42 ,1,1 ,1,565,1,2,18,1
1,53 ,0,0 ,0,816,5,0,11,1
0,35 ,1,0 ,0,597,3,1,20,1
0,52 ,0,1 ,0,702,4,0,25,1
0,53 ,1,1 ,2,493,0,0,10,0
0,44 ,1,1 ,1,655,8,1,27,0
1,44 ,1,1 ,2,545,7,0,16,1
0,33 ,0,0 ,0,414,2,0,16,1
0,42 ,0,1 ,1,455,4,0,8,1
1,20 ,1,1 ,0,668,6,1,13,0
1,57 ,0,1 ,3,586,3,1,12,1
0,67 ,0,1 ,3,481,4,0,7,1
0,26 ,1,0 ,0,649,5,1,16,0
1,41 ,0,0 ,0,546,2,0,21,1
0,45 ,0,0 ,0,491,0,1,16,0
0,37 ,1,0 ,0,519,2,0,20,1
0,44 ,0,1 ,1,678,5,0,22,1
0,69 ,0,1 ,2,627,5,0,18,1
0,49 ,0,1 ,2,489,2,2,11,0
0,61 ,0,1 ,1,566,2,0,24,1
0,39 ,0,0 ,0,845,3,1,12,1
0,33 ,0,0 ,0,642,6,0,15,1
1,67 ,1,1 ,1,724,3,1,18,1
0,47 ,1,0 ,0,554,1,0,14,1
0,68 ,1,0 ,0,681,1,0,16,1
0,47 ,1,1 ,1,407,4,0,16,1
1,54 ,0,1 ,1,517,2,0,20,0
0,41 ,1,1 ,2,573,6,1,19,0
0,48 ,1,1 ,1,696,2,0,13,1
0,67 ,1,0 ,0,574,2,0,10,1
0,24 ,1,1 ,3,715,3,3,17,0
1,66 ,0,1 ,0,578,3,1,13,1
0,58 ,1,0 ,0,640,3,1,20,1
1,33 ,0,0 ,0,627,2,0,14,1
0,55 ,0,0 ,0,436,3,0,13,0
0,55 ,0,1 ,1,477,2,0,10,1
1,29 ,0,1 ,2,596,5,1,13,0
1,51 ,0,1 ,1,656,1,0,18,0
0,42 ,1,0 ,0,655,2,0,13,1
0,71 ,0,1 ,1,743,2,0,15,1
0,34 ,0,0 ,0,702,4,1,13,1
1,32 ,0,1 ,2,581,0,1,18,0
0,42 ,1,1 ,2,584,0,1,12,1
1,39 ,0,0 ,0,556,2,1,11,1
1,19 ,1,0 ,0,726,4,0,18,0
0,53 ,0,1 ,3,665,2,1,14,0
0,51 ,0,1 ,1,487,0,0,16,1
0,50 ,1,1 ,0,710,3,0,16,0
1,27 ,1,0 ,0,728,3,2,20,0
0,46 ,0,1 ,2,762,1,0,6,1
1,51 ,1,1 ,1,762,1,0,9,1
1,59 ,1,1 ,2,564,3,0,13,1
0,45 ,1,1 ,2,357,0,1,13,0
0,58 ,0,1 ,1,517,0,0,8,1
0,35 ,1,0 ,0,520,6,1,13,1
1,53 ,0,1 ,2,677,5,0,11,1
0,70 ,0,1 ,2,560,4,0,14,1
0,29 ,1,0 ,0,712,2,1,14,1
0,32 ,0,0 ,0,591,3,0,21,1
0,44 ,0,1 ,1,483,1,0,11,1
0,75 ,1,1 ,2,650,4,0,8,1
1,44 ,0,1 ,2,495,3,0,20,1
0,69 ,1,1 ,1,574,4,0,13,1
0,34 ,0,0 ,0,513,0,0,17,1
0,49 ,0,1 ,2,494,2,0,15,1
0,73 ,0,1 ,1,525,2,1,19,1
0,33 ,1,1 ,1,786,5,2,13,1
1,30 ,1,0 ,0,568,0,2,12,1
1,50 ,1,1 ,1,777,2,1,16,1
0,34 ,1,1 ,1,573,3,1,16,0
1,33 ,0,0 ,0,520,2,0,7,1
0,39 ,0,0 ,0,584,2,0,15,1
0,54 ,0,1 ,2,528,6,0,10,0
0,28 ,1,0 ,0,593,4,1,12,1
0,46 ,0,1 ,1,862,3,1,20,0
1,75 ,1,1 ,4,449,6,1,9,1
1,18 ,0,1 ,1,633,2,1,16,1
0,47 ,1,1 ,2,713,1,1,18,0
0,68 ,0,1 ,2,420,3,1,19,0
0,39 ,0,0 ,0,650,0,0,13,0
1,,0,,0,658,0,0,23,0
0,45 ,1,1 ,1,430,4,0,16,0
0,55 ,0,1 ,2,550,5,1,14,0
0,62 ,1,0 ,0,821,4,1,14,1
0,43 ,0,1 ,0,575,4,0,17,1
0,60 ,1,1 ,1,646,4,0,15,1
0,35 ,1,0 ,0,681,7,1,19,0
0,40 ,0,0 ,0,661,2,1,18,1
0,50 ,0,1 ,2,467,1,0,19,1
0,51 ,0,0 ,0,704,2,0,15,0
0,63 ,0,1 ,1,896,1,1,11,1
0,45 ,0,1 ,0,672,4,0,14,1
1,,0,,0,474,4,3,14,1
0,47 ,0,1 ,1,613,1,1,12,1
1,47 ,0,1 ,2,680,4,0,16,1
0,42 ,0,1 ,2,677,3,0,16,1
0,39 ,0,0 ,0,491,6,1,16,1
0,45 ,0,1 ,2,517,1,1,14,1
0,46 ,1,0 ,0,633,4,0,11,1
1,43 ,0,1 ,2,628,2,0,18,0
0,50 ,1,0 ,0,513,1,0,17,1
0,60 ,1,1 ,2,575,2,0,15,1
1,49 ,1,0 ,0,620,4,0,13,1
0,26 ,0,1 ,2,538,3,2,16,1
0,47 ,0,1 ,0,589,7,0,12,1
0,57 ,0,1 ,1,525,1,0,18,1
0,51 ,0,0 ,0,330,1,0,12,1
0,43 ,0,1 ,1,684,4,0,13,1
1,44 ,0,1 ,0,623,3,0,16,1
0,30 ,0,1 ,1,635,2,2,15,1
0,46 ,0,1 ,1,555,4,0,15,1
0,60 ,0,0 ,0,605,3,0,19,1
0,67 ,1,0 ,0,609,2,0,13,1
0,40 ,0,0 ,0,526,0,0,16,0
0,61 ,1,0 ,0,779,8,0,15,1
0,36 ,0,0 ,0,449,2,0,15,1
0,39 ,0,0 ,0,563,8,0,13,1
1,20 ,0,1 ,3,722,2,0,17,0
0,35 ,1,0 ,0,520,2,1,18,1
1,52 ,0,1 ,3,536,4,2,17,0
0,24 ,1,0 ,0,487,5,0,7,0
1,44 ,0,1 ,2,622,4,0,8,1
0,38 ,0,0 ,0,510,1,1,9,1
1,28 ,0,0 ,0,730,4,1,19,1
0,55 ,0,1 ,0,515,2,1,16,1
1,37 ,1,1 ,2,708,1,0,16,0
0,44 ,1,1 ,3,396,2,0,15,0
0,36 ,0,0 ,0,546,3,0,9,1
0,34 ,0,0 ,0,577,3,2,17,0
0,40 ,0,1 ,3,529,3,1,20,1
0,41 ,0,0 ,0,573,4,0,15,0
0,52 ,1,1 ,1,738,5,0,23,1
1,25 ,1,0 ,0,372,5,0,17,1
0,47 ,0,1 ,1,551,2,0,13,1
0,52 ,1,1 ,2,660,6,1,21,0
0,59 ,1,1 ,0,519,5,0,16,0
0,61 ,1,1 ,1,541,3,2,16,0
1,40 ,0,1 ,1,581,2,0,18,1
0,49 ,0,1 ,2,632,4,1,14,1
0,65 ,1,1 ,1,585,2,0,22,1
1,36 ,1,1 ,2,643,3,0,17,1
0,,0,,0,742,2,0,16,1
0,34 ,0,0 ,0,540,3,1,14,1
0,38 ,0,0 ,0,757,0,0,21,1
1,29 ,1,0 ,0,637,2,1,13,1
0,34 ,1,0 ,0,587,1,0,5,1
0,66 ,1,1 ,2,569,2,0,8,0
0,52 ,0,1 ,1,514,5,0,15,1
0,32 ,0,1 ,1,662,2,2,17,1
0,52 ,0,1 ,0,629,7,0,15,0
0,39 ,1,0 ,0,645,2,1,6,0
0,46 ,1,1 ,0,485,4,0,20,0
0,45 ,1,0 ,0,577,2,0,10,1
0,36 ,1,1 ,2,711,1,0,16,1
0,61 ,0,1 ,3,515,2,0,14,0
1,49 ,1,1 ,0,763,3,2,20,1
0,41 ,0,0 ,0,510,3,0,12,1
0,49 ,0,1 ,2,456,1,0,18,0
0,64 ,1,1 ,1,525,2,1,13,1
0,51 ,0,1 ,1,664,4,0,23,1
1,45 ,0,1 ,3,606,0,0,14,1
1,18 ,0,1 ,1,634,3,1,13,1
0,51 ,1,1 ,1,531,1,1,16,0
1,49 ,0,1 ,2,514,1,1,13,0
1,50 ,0,1 ,2,599,8,1,8,0
0,58 ,0,1 ,1,705,5,1,14,0
1,40 ,0,1 ,1,602,3,0,17,1
0,31 ,1,0 ,0,573,2,0,20,0
0,23 ,0,0 ,0,627,2,0,14,0
0,54 ,1,0 ,0,577,2,0,16,1
1,35 ,1,0 ,0,671,4,0,18,1
0,56 ,0,1 ,1,653,2,0,19,1
0,44 ,1,1 ,1,503,6,0,21,0
0,52 ,1,1 ,1,520,5,0,14,1
0,26 ,0,1 ,0,649,3,0,12,0
1,35 ,0,1 ,2,578,3,2,10,1
1,62 ,1,1 ,2,822,2,0,11,1
0,49 ,0,0 ,0,454,3,1,19,1
1,26 ,0,0 ,0,543,5,0,16,1
1,56 ,0,1 ,1,701,3,0,17,1
1,36 ,1,0 ,0,610,9,1,22,1
0,46 ,0,0 ,0,670,4,0,10,1
1,35 ,1,1 ,3,627,0,1,17,1
0,28 ,1,0 ,0,697,3,0,15,1
0,68 ,0,1 ,1,608,3,0,21,1
0,45 ,1,1 ,0,486,4,0,10,1
0,44 ,1,1 ,3,511,0,0,9,0
0,39 ,0,0 ,0,693,0,1,17,1
0,31 ,0,1 ,0,541,1,1,26,0
1,34 ,0,0 ,0,610,3,1,16,1
0,58 ,0,1 ,0,648,3,0,16,0
0,45 ,0,1 ,0,608,2,0,19,1
0,32 ,0,0 ,0,652,5,0,18,1
0,28 ,0,0 ,0,570,1,0,16,1
0,47 ,0,1 ,1,548,2,1,10,1
0,41 ,1,0 ,0,647,2,0,15,1
0,54 ,1,0 ,0,674,2,1,13,1
1,19 ,0,0 ,0,501,6,0,11,1
0,39 ,1,0 ,0,635,4,0,18,1
0,46 ,1,1 ,1,577,5,0,10,1
1,45 ,0,1 ,2,611,5,1,17,0
0,,0,,0,659,2,0,12,0
0,40 ,1,0 ,0,521,2,0,19,1
0,55 ,0,1 ,0,483,0,0,11,1
0,55 ,0,1 ,0,495,1,1,15,1
1,28 ,1,1 ,2,553,5,0,17,0
0,65 ,0,0 ,0,586,3,1,19,0
0,,0,,0,490,2,0,14,1
1,62 ,1,1 ,2,554,2,1,18,1
0,52 ,0,0 ,0,598,5,0,27,1
0,49 ,0,1 ,1,522,2,0,15,0
0,39 ,1,0 ,0,737,2,0,11,1
0,38 ,1,0 ,0,640,3,0,13,1
0,33 ,0,0 ,0,442,4,1,21,1
1,45 ,0,1 ,0,556,1,0,20,0
0,45 ,0,0 ,0,630,2,0,19,1
1,56 ,0,1 ,1,556,6,2,17,1
1,54 ,0,1 ,1,605,2,1,11,1
0,71 ,1,0 ,0,630,4,0,12,1
0,35 ,0,1 ,1,670,3,0,21,1
0,50 ,1,1 ,1,599,2,1,13,1
0,47 ,0,0 ,0,608,2,1,12,1
1,46 ,1,1 ,2,523,0,0,13,1
0,46 ,0,1 ,1,454,5,0,18,0
0,30 ,1,1 ,1,368,3,1,20,0
0,55 ,1,1 ,0,516,2,0,16,1
1,46 ,1,1 ,3,801,3,1,8,1
1,18 ,1,0 ,0,617,2,1,16,1
0,34 ,1,0 ,0,702,4,0,20,1
0,62 ,0,1 ,0,541,4,0,14,1
0,70 ,0,0 ,0,543,1,1,20,0
0,49 ,1,1 ,2,605,7,0,16,1
0,48 ,0,1 ,2,535,4,0,16,1
1,43 ,0,1 ,1,676,4,1,15,1
0,,0,,0,508,3,0,12,1
0,45 ,1,0 ,0,736,3,1,15,1
0,47 ,0,0 ,0,700,2,0,8,1
0,38 ,0,1 ,2,582,4,0,15,1
0,61 ,1,0 ,0,685,3,0,16,1
1,55 ,0,1 ,0,613,2,1,19,1
0,51 ,0,0 ,0,440,3,0,18,0
0,52 ,1,1 ,2,472,1,1,17,1
0,41 ,1,0 ,0,623,4,0,13,0
0,36 ,0,0 ,0,544,2,1,15,1
0,37 ,0,1 ,2,634,3,0,12,1
1,66 ,1,0 ,0,698,4,0,12,1
0,29 ,0,0 ,0,574,2,1,15,1
0,57 ,0,0 ,0,759,2,1,17,0
0,41 ,1,1 ,1,613,5,0,16,1
0,44 ,0,1 ,2,407,5,1,15,0
0,57 ,1,1 ,2,503,4,1,14,1
0,32 ,0,1 ,2,528,3,0,19,1
0,38 ,0,0 ,0,731,2,0,21,1
1,49 ,1,1 ,2,850,4,0,14,1
0,31 ,0,0 ,0,690,5,1,16,1
1,51 ,0,1 ,2,506,1,2,16,0
0,51 ,0,1 ,0,705,0,0,17,1
0,61 ,0,1 ,2,600,1,0,6,0
1,25 ,1,0 ,0,745,7,0,16,0
0,37 ,0,0 ,0,475,4,1,15,1
0,42 ,1,1 ,2,619,7,0,20,1
0,52 ,1,1 ,2,678,2,0,19,1
0,,0,,0,438,3,0,17,1
1,26 ,1,1 ,3,681,3,0,11,1
1,48 ,0,1 ,1,529,1,0,16,1
1,42 ,0,1 ,1,637,2,0,12,1
1,39 ,1,1 ,3,377,8,1,19,0
1,51 ,1,1 ,1,590,1,1,13,1
0,67 ,0,0 ,0,530,2,0,16,1
0,52 ,0,0 ,0,443,2,1,17,1
1,62 ,1,1 ,1,663,5,0,14,1
0,23 ,1,0 ,0,747,2,0,18,1
0,62 ,0,1 ,1,679,4,0,10,1
0,49 ,1,1 ,2,675,6,1,11,0
0,61 ,0,1 ,2,627,1,0,12,1
0,56 ,1,1 ,0,588,5,1,20,1
0,70 ,1,1 ,2,481,2,0,17,1
0,56 ,0,1 ,2,742,2,0,20,1
0,69 ,1,1 ,2,346,2,0,17,1
1,57 ,1,1 ,0,680,2,0,13,1
0,46 ,0,1 ,2,596,5,0,18,0
0,75 ,1,0 ,0,640,3,0,16,1
0,43 ,0,1 ,2,453,1,0,11,1
0,57 ,0,1 ,2,684,3,0,12,0
0,37 ,1,0 ,0,532,3,0,17,1
0,50 ,0,1 ,1,640,3,0,12,1
1,42 ,1,1 ,1,703,3,1,13,1
0,63 ,0,1 ,0,401,2,1,19,1
0,37 ,0,0 ,0,705,5,0,20,1
0,24 ,0,1 ,2,712,2,0,20,1
0,42 ,0,1 ,1,526,3,0,15,1
0,63 ,0,1 ,1,623,4,0,18,1
0,43 ,0,1 ,1,771,4,1,16,0
0,59 ,0,1 ,1,433,2,0,13,1
0,44 ,1,1 ,2,515,2,1,15,0
0,46 ,1,1 ,2,460,1,0,20,0
1,49 ,1,1 ,1,548,3,2,10,1
0,52 ,0,1 ,1,754,2,0,15,0
0,48 ,1,1 ,0,655,3,0,11,1
0,50 ,0,1 ,0,663,1,0,24,1
0,55 ,1,1 ,1,522,3,0,16,0
0,53 ,0,1 ,1,640,3,0,19,1
1,32 ,1,0 ,0,498,6,0,12,1
1,40 ,1,1 ,1,771,7,0,16,1
1,41 ,0,1 ,2,634,3,0,17,1
0,58 ,1,1 ,2,656,2,0,16,1
0,54 ,0,1 ,2,660,2,0,16,1
1,23 ,0,1 ,2,649,0,0,13,1
1,47 ,1,1 ,1,612,2,0,20,0
0,51 ,1,1 ,1,571,7,1,9,0
0,47 ,0,1 ,0,596,3,0,18,1
0,42 ,1,0 ,0,636,1,0,20,1
0,38 ,0,0 ,0,584,0,0,25,0
0,46 ,0,0 ,0,559,2,0,14,1
1,24 ,1,0 ,0,546,2,0,12,1
1,40 ,1,1 ,1,608,3,0,17,0
1,58 ,1,1 ,3,688,7,0,15,1
0,28 ,1,0 ,0,828,3,1,21,1
0,43 ,0,1 ,2,489,3,0,22,1
0,39 ,0,0 ,0,592,2,0,16,1
1,45 ,0,1 ,1,466,4,1,11,1
0,58 ,0,1 ,1,406,2,0,5,1
0,48 ,0,1 ,2,639,3,1,11,1
1,,0,,0,619,4,0,16,1
0,55 ,1,1 ,0,730,4,0,9,0
1,38 ,0,0 ,0,576,2,1,9,1
0,75 ,0,0 ,0,583,2,0,18,1
0,71 ,0,1 ,1,739,3,0,22,1
0,71 ,0,1 ,0,609,4,0,21,1
0,49 ,0,1 ,0,594,1,0,15,1
0,20 ,0,0 ,0,466,0,0,16,1
0,43 ,0,0 ,0,664,5,0,13,1
1,18 ,0,0 ,0,370,1,0,18,1
0,55 ,1,1 ,2,440,6,0,10,1
1,37 ,1,0 ,0,675,0,0,12,1
0,45 ,1,1 ,0,600,3,0,14,0
0,41 ,1,1 ,1,538,5,1,19,1
1,39 ,0,0 ,0,821,2,0,15,0
1,41 ,0,1 ,1,529,4,0,12,0
0,48 ,0,0 ,0,711,1,0,16,1
0,46 ,0,1 ,1,408,4,0,15,0
1,37 ,0,1 ,1,520,4,1,11,1
0,45 ,0,1 ,2,512,3,1,14,1
0,47 ,0,1 ,1,624,4,1,20,0
0,48 ,0,1 ,1,722,7,0,10,0
1,57 ,1,1 ,1,638,2,0,16,1
0,47 ,0,1 ,3,484,7,1,8,1
0,42 ,0,1 ,1,581,1,0,12,1
0,46 ,0,1 ,2,569,3,0,18,0
1,44 ,1,1 ,2,696,2,0,9,1
0,70 ,0,0 ,0,553,3,1,15,1
0,42 ,0,0 ,0,758,1,0,17,1
0,20 ,1,0 ,0,659,3,0,15,1
0,43 ,1,1 ,0,554,5,2,10,1
0,48 ,1,0 ,0,420,4,0,18,1
0,42 ,0,1 ,1,642,2,1,10,1
